NAME,mortality,female,male,ageb,agec,agea,fageb,fagec,fagea,mageb,magec,magea,yra,yrb,yrc,yrd,yre
Nigeria,1377.4294573660918,11779.9347927994,6471.00551730129,2963.50230850104,15244.8352173209,42.6027842787834,1670.08273971905,10070.9703940922,38.8816589881947,1293.41956878198,5173.86482322872,3.72112529058862,783.716673722555,818.151470684275,852.794723991626,884.95316440045,922.86287447145
Rwanda,278.75775661882545,2052.80223307132,1640.73804212811,773.902510397234,2908.4792848816,11.1584799206098,365.046103659715,1678.88336031516,8.87276909644863,408.856406737519,1229.59592456643,2.2857108241612,125.271032489365,132.736319117263,141.196022359477,150.180093009452,157.113110016679
Sao Tome and Principe,1.7940919636554982,10.8836067063345,12.8881118121008,3.90542541298112,19.8516337382058,0.0146593672484677,1.57999212933328,9.29817118506398,0.0054433919372182,2.32543328364784,10.5534625531418,0.00921597531124954,0.909392314174355,0.951985428440899,0.99319566201781,1.02928712626791,1.05652131059037
Senegal,322.52646251671234,1987.84305065254,2285.6325776939,724.881365417104,3543.19602966582,5.39823326352078,268.327240739561,1715.68401499145,3.83179492152774,456.554124677543,1827.51201467436,1.56643834199304,197.401610363694,204.906281252908,219.240006118184,227.317475926927,233.20039000831
Seychelles,12.328350601208474,62.6197052597182,100.730940206294,31.3101183769044,131.954754844944,0.0857722441642012,7.746165329492,54.8439191676087,0.0296207626175016,23.5639530474124,77.110835677335,0.0561514815466995,6.2178714181843,6.50781432520829,6.78182068333273,6.10227669506089,6.2592365947867
Sierra Leone,126.2537908529284,756.323838980283,916.538889821017,281.235915901177,1389.78928790631,1.83752499381793,99.115330672306,655.923591691672,1.28491661630537,182.120585228871,733.865696214634,0.552608377512559,69.4320577435846,72.3975214419248,75.8945076116368,78.9397802907608,81.9255965979162
Somalia,174.45448839714518,1093.79887326349,1217.72309799868,615.911007392957,1689.2706607545001,6.34030311471785,242.440998790662,847.231906416014,4.1259680568181,373.470008602295,842.038754338489,2.21433505789975,77.6569528800129,80.0217825124024,82.354298897414,84.0892288310703,84.7409414647559
South Africa,4793.243735963133,30547.9791581767,32962.5003433349,12561.4451547334,50921.9232071427,27.1111396353624,4345.40818543602,26187.1099071538,15.4610655868102,8216.0369692974,24734.8132999889,11.6500740485522,2457.12551518021,2513.2238995684,2529.90867440644,2651.6128747799,2686.19596851546
South Sudan,207.41474651952916,1124.3024771476,1623.94291423616,542.829992887296,2199.01065789314,6.4047406033259,211.390382445681,908.211727544966,4.70036715695591,331.439610441615,1290.79893034817,1.70437344636999,83.9831926651077,86.7045609000111,89.5253946120568,92.0675749146041,93.8724264102622
Sudan,679.2469160039246,3522.36904741533,5477.65258963667,1931.75441375712,7048.37742292915,19.8898003657307,768.537596111671,2741.5979794149,12.2334718887579,1163.21681764545,4306.77944351425,7.65632847697279,395.485186919112,417.393264953634,438.733117063226,458.18181692448,474.720172996077
Togo,127.55241563026232,795.505852915954,894.563654185021,376.150640389885,1311.70013110653,2.21873560456339,128.811359674596,665.151297340965,1.54319590039272,247.339280715289,646.548833765562,0.675539704170673,83.7581725960772,88.4503044102115,93.3751767624282,98.2119352191344,102.965896210171
Tunisia,578.733225953371,2912.91700772263,4755.29823615954,1038.89293987805,6624.87465319905,4.44765080506639,349.253902234037,2560.96969689486,2.69340859372865,689.639037644012,4063.90495630419,1.75424221133774,326.613424095125,339.097470482592,351.906064511762,361.039892611334,372.600373189747
Uganda,887.4279298296509,5293.32731232781,6465.09275791506,2377.42454098583,9344.40456760636,36.5909616506806,830.382650244209,4436.1266692347,26.8179928489064,1547.04189074162,4908.27789837167,9.77296880177423,465.389077868977,488.314751305243,512.575063660136,538.971342763286,556.304614157059
Tanzania,1103.7418359262247,7686.80584273029,6937.7734832922,2744.62334884742,11843.4245313297,36.5314458453386,1210.47537015678,6448.47155941434,27.8589131591782,1534.14797869064,5394.95297191539,8.67253268616036,535.45979465352,561.29178773044,589.893620205508,616.411679259485,636.8241216821
Zambia,357.5102549564496,2207.89187035526,2529.1190078177,1089.67828196717,3631.75727092267,15.5753252831148,448.438609597639,1747.47835396529,11.9749067923266,641.239672369534,1884.27891695738,3.60041849078823,185.315051277777,195.307347218945,205.64437903154,214.751705332667,219.580551282329
Zimbabwe,979.054337779035,7637.23513872476,5335.23483684746,2737.78687221301,10210.038743973,24.6443593861887,1365.85700357276,6253.03670857765,18.3414265743541,1371.92986864025,3957.00203539538,6.30293281183458,459.245643446529,479.06293766151,495.659493751388,506.588056996333,507.930332597894
